hnear_primschool,hnear_secschool,hnear_road,hnear_mkt,hwhoperm,hallocateoften,hnewclear_a,hcleardriver1,hcleardriver2,hrank_health,hrank_farmland,hrank_edu,hrank_job,watsource,watsource_prim,watsource_hhnum,watsource_safe,watsource_whysafe,watsource_whynosafe,borehole_func,borehole_nonfunc,borehole_mgmt,borehole_chall_yn,borehole_chall,borehole_seaschng,borehole_yrchng,health_dist,health_trans,health_qual,health_out,health_outfreq,health_outtype,health_chw,health_chwtype,health_chwfreq,health_chwsvc,fhhinc_timber,fhhinc_nontimber,fincomeprod_1,fincomeprod_2,forest_noaccess,noaccwhy,noaccimpact,forstrict_who,forguard,ccrb_yn,ccrb_name,vag_yn,vag_name,vag_meet,vag_whoattnd,vag_women,vag_womrestrict,vag_youth,govern_foruse,gov_change,gov_changewho,fparticipateyn,ftalk_who,comsvc,comsvc_watsan_yr,comsvc_watsan_imp,comsvc_edu_yr,comsvc_edu_imp,comsvc_health_yr,comsvc_health_imp,comsvc_mgmt,hunt_unauth,wood_unauth,fpolicy_action,fpolicy_effective,fclear_yn,fclear_punishyn,fclear_punish,fclear_rulebreak,fclear_rulefollow,fclear_who,fclear_whomost,fhuntfire_yn,fhuntfire_punishyn,fhuntfire_punish,fhuntfire_rulebreak,fhuntfire_rulefollow,fhuntfire_who,fhuntfire_whomost,ftimber_yn,ftimber_punishyn,ftimber_punish,ftimber_rulebreak,ftimber_rulefollow,ftimber_who,ftimber_whomost,ffire_yn,ffire_punishyn,ffire_punish,ffire_rulebreak,ffire_rulefollow,ffire_who,ffire_whomost,hproblem_job,hfsupport,hfsupport_who,hfsupport_type,hfrstserv_ben_1,hfrstserv_ben_2,hfrstserv_ben_3,hfrstserv_ben_4,hfrstserv_ben_5,hfrstserv_ben_6,htourism_pay,htourism_whoreceive,htourism_amt,hmine_co,hmine_pay,hmine_whoreceive,hmine_amt,watt_tour,watt_lodge,crbatt_employ,conserve_neg,hunt_prestige,parkatt_waste,parkatt_help,parkatt_employ,parkatt_meat,parkatt_adverse,parkatt_outside,parkatt_harrass
1,8.0,3.0,1.0,2,5,3.0,1.0,2.0,5,2,5,5,2,,55,1.0,3,,1.0,0,1 2 4,1.0,2,0.0,3.0,1,1,2,0,,,0.0,,,,5.0,5,20,0.0,1.0,3,9,7,1.0,1.0,4.0,1.0,25.0,4.0,1,0.0,0,0.0,12.0,0.0,,0,,0,,,,,,,1 2 3,4.0,4.0,888,2.0,1.0,1.0,3 5 15,0.0,2.0,888,,1.0,1.0,3 15,0.0,2.0,2,,1.0,1.0,3 6 15,0.0,2.0,2,,0.0,,,,,,,10,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,4.0,5.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0
4,7.0,2.0,4.0,0,5,3.0,1.0,2.0,5,5,5,5,2,,21,1.0,3,,1.0,1,2,1.0,2 3,2.0,4.0,5,2,2,1,3.0,1 3,1.0,5,2.0,97,4.0,5,20,22.0,1.0,3,6 9 10,8 10 11,1.0,1.0,4.0,1.0,24.0,4.0,1,0.0,0,0.0,5.0,0.0,,1,3 7 8,4 5,,,4.0,5.0,2.0,5.0,1 2 3 4 6,4.0,4.0,1,1.0,1.0,1.0,10 15,0.0,2.0,1 2,1.0,0.0,,,,,,,1.0,1.0,14,0.0,2.0,4 5,5.0,0.0,,,,,,,8,1,3 10,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,5.0,4.0
3,7.0,2.0,3.0,3 7,5,2.0,3.0,4.0,5,3,5,5,4,,20,3.0,,2 3,,0,,,,,,5,2,2,1,3.0,1 3,0.0,,,,5.0,5,0,,0.0,,,,0.0,1.0,4.0,1.0,25.0,4.0,1,0.0,0,0.0,8.0,0.0,,0,,4 5,,,4.0,5.0,2.0,5.0,1 2 4,5.0,4.0,5 6,4.0,1.0,1.0,10,0.0,1.0,888,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,,0.0,,0.0,0.0,0.0,,,,,,,,2.0,2.0,4.0,2.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0
5,7.0,2.0,3.0,2,2,100.0,3.0,2.0,5,5,5,5,2,,20,3.0,,3,4.0,2,1,1.0,3,0.0,3.0,5,2,3,1,4.0,1 12,1.0,1 5,4.0,1 12,4.0,4,7,21.0,0.0,,,,0.0,1.0,4.0,1.0,25.0,3.0,1,0.0,3,0.0,1.0,0.0,,1,5,4 5,,,2.0,5.0,2.0,5.0,5,4.0,4.0,5,2.0,1.0,1.0,3,0.0,1.0,2,,1.0,1.0,3,1.0,1.0,2,,1.0,1.0,3,3.0,2.0,2,,1.0,1.0,3,2.0,2.0,2,,9,0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,1.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0,5.0
3,7.0,2.0,3.0,2,5,0.0,,,5,1,5,5,2 4,2.0,30,2.0,1 3,2,1.0,0,1,0.0,,2.0,2.0,4,1,2,0,,,0.0,,,,5.0,1,20,0.0,0.0,,,,1.0,1.0,4.0,0.0,,,,,5,,5.0,0.0,,1,2 3 8,0,,,,,,,4 5,5.0,3.0,4 5,2.0,0.0,,,,,,,1.0,1.0,10,0.0,1.0,2,,1.0,1.0,10,0.0,1.0,97,,1.0,1.0,10,0.0,1.0,2 3,3.0,2,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,2.0,1.0,4.0,5.0,5.0,1.0,3.0,1.0,4.0,5.0,2.0
3,3.0,2.0,3.0,2,4,0.0,,,2,5,3,5,2,,80,1.0,1,,2.0,0,2,1.0,2,0.0,3.0,3,1,1,1,3.0,3 4,1.0,3,3.0,3 4,4.0,4,3,0.0,1.0,6,9,7,1.0,1.0,5.0,1.0,28.0,3.0,4,1.0,0,1.0,2.0,0.0,,1,1 2 8,0,,,,,,,1 4,4.0,4.0,1 4,2.0,1.0,1.0,4 12,1.0,1.0,1,,1.0,1.0,12,1.0,1.0,1,,1.0,1.0,12,0.0,1.0,1 4,4.0,1.0,1.0,10,0.0,1.0,1,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0
2,2.0,2.0,2.0,4,4,10.0,1.0,2.0,5,4,5,5,2,,200,1.0,3,,1.0,0,2,1.0,2,0.0,3.0,2,1,2,1,2.0,1 3 4,0.0,,,,4.0,4,21,20.0,1.0,7,5,2,1.0,1.0,5.0,1.0,28.0,2.0,3 4,1.0,0,1.0,2.0,0.0,,1,1 2 8,5,,,,,2.0,5.0,0,5.0,5.0,4 5,2.0,1.0,1.0,10,0.0,1.0,2,,1.0,1.0,10,0.0,1.0,2,,1.0,1.0,10 12,0.0,1.0,4,,1.0,1.0,10,0.0,1.0,2,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0
2,4.0,4.0,11.0,2,3,0.0,,,5,5,5,5,2,,20,3.0,,1,1.0,0,4,1.0,2,0.0,4.0,2,1,4,0,,,1.0,1,5.0,2,5.0,5,7,5.0,1.0,2,0,1,1.0,0.0,,0.0,,,,,,,1.0,0.0,,0,,,,,,,,,,2.0,3.0,1,2.0,1.0,1.0,3 12,2.0,2.0,1 2,1.0,1.0,1.0,1 2,5.0,2.0,1 2,1.0,1.0,1.0,1 2 3,10.0,2.0,1 2,1.0,1.0,1.0,1 2 3,15.0,2.0,1 2,1.0,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0
2,9.0,10.0,2.0,2,4,8.0,2.0,3.0,4,3,4,5,8,,50,3.0,,2,,2,1,1.0,2,,,2,1,2,1,2.0,3 97,1.0,1,3.0,3 4,5.0,4,7,21.0,1.0,3 6,9 10,1 2 5 7 8,1.0,1.0,5.0,1.0,30.0,3.0,4,1.0,0,1.0,1.0,0.0,,1,2 3 8,4,,,4.0,5.0,,,5,2.0,2.0,1 5,1.0,1.0,1.0,10 12 13,0.0,1.0,2 4,4.0,1.0,1.0,10 13 15,0.0,1.0,2 4,4.0,1.0,1.0,10 12 13,0.0,2.0,2 4,4.0,1.0,1.0,15,3.0,2.0,1,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0
3,7.0,3.0,7.0,2,3,100.0,1.0,3.0,4,5,5,5,4,,50,3.0,,3,,1,3,1.0,2 5,,,3,1,1,0,,,1.0,1,3.0,4 11 97,5.0,3,22,14.0,1.0,6,0,2 8,1.0,1.0,5.0,1.0,29.0,3.0,1,1.0,0,0.0,8.0,0.0,,0,,4 5,,,3.0,4.0,2.0,5.0,5,5.0,5.0,4 5,5.0,1.0,1.0,1 2,0.0,1.0,2,,1.0,0.0,,0.0,1.0,2,,1.0,1.0,1 2,0.0,1.0,2,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,5.0,3.0,5.0,1.0,4.0,1.0,5.0,2.0,3.0,3.0,5.0
2,6.0,3.0,2.0,2,3,5.0,1.0,97.0,5,5,5,5,2,,35,1.0,2,,1.0,0,1,1.0,1 2,1.0,1.0,2,2,2,1,3.0,1 4 11,1.0,4 5,3.0,1 4 11,5.0,1,7,14.0,1.0,2 5,4 6,97,1.0,1.0,4.0,1.0,23.0,3.0,1,1.0,0,0.0,5.0,1.0,2.0,1,4,0,,,,,,,0,4.0,3.0,3 5,2.0,1.0,1.0,3,1.0,1.0,2,,0.0,,,,,,,1.0,1.0,3,2.0,1.0,2,,1.0,1.0,3,1.0,1.0,2,,8,1,3,2 3,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,1.0,1.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,1.0,4.0
3,6.0,3.0,3.0,3,4,2.0,1.0,2.0,5,2,5,5,2,,30,1.0,3,,1.0,0,2,1.0,3,2.0,4.0,3,1,4,0,,,1.0,5,3.0,1,5.0,5,0,,1.0,3,5 10,10 11,1.0,1.0,4.0,1.0,23.0,4.0,1,1.0,0,1.0,5.0,0.0,,0,,0,,,,,,,888,4.0,4.0,1,1.0,1.0,1.0,10,0.0,1.0,888,,1.0,1.0,10 13,0.0,1.0,888,,1.0,1.0,10 12,0.0,1.0,888,,0.0,,,,,,,10,1,10,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,5.0,5.0
2,6.0,2.0,2.0,3,2,12.0,3.0,1.0,5,5,5,5,2,,120,1.0,1,,2.0,0,1,1.0,3,0.0,1.0,2,1,2,1,3.0,1 4 11,1.0,5,3.0,1 4 11,4.0,4,0,,1.0,2 5,4 6 9 10,5 8,1.0,0.0,,0.0,,,,,,,2.0,0.0,,0,,,,,,,,,,2.0,2.0,0,,1.0,1.0,3,0.0,4.0,1,,1.0,1.0,10 12,1.0,1.0,2,,1.0,1.0,3,2.0,1.0,2,,1.0,1.0,3,2.0,1.0,2,,8,0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,1.0,1.0,,5.0,5.0,5.0,4.0,4.0,5.0,2.0,1.0,4.0
2,2.0,3.0,2.0,1,5,0.0,,,5,5,5,5,2,,40,1.0,1,,1.0,0,2,0.0,,2.0,5.0,2,1,4,0,,,0.0,,,,4.0,4,3,0.0,0.0,,,,1.0,1.0,5.0,0.0,,,,,0,,1.0,0.0,,0,,0,,,,,,,0,4.0,5.0,5 6,4.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,5.0
3,4.0,3.0,4.0,3,4,5.0,1.0,2.0,5,5,5,5,2,,22,1.0,1,,1.0,0,2,0.0,,0.0,3.0,4,1,1,1,2.0,1 3 4 6,1.0,1,3.0,1,5.0,5,1,0.0,0.0,,,,0.0,1.0,4.0,,,,,,888,,5.0,0.0,,1,4 97,97,,,,,,,0,5.0,4.0,0,,1.0,1.0,11,0.0,2.0,3,,0.0,,,,,,,1.0,1.0,12,0.0,2.0,3,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,1.0,5.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,
2,2.0,2.0,2.0,2,4,0.0,,,5,4,5,5,2,,100,2.0,3,2,2.0,2,1 2,1.0,2,0.0,3.0,3,1,1,1,3.0,3 4,1.0,3,3.0,3 4,2.0,5,20,7.0,1.0,6,4 5,7,1.0,1.0,5.0,0.0,,,,,5,,1.0,0.0,,0,,5,,,,,1.0,5.0,0,5.0,3.0,5,2.0,0.0,,,,,,,0.0,,,,,,,1.0,1.0,15,0.0,1.0,4 5,4.0,1.0,0.0,,0.0,1.0,1 2,2.0,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,3.0,4.0,4.0
2,3.0,2.0,2.0,1,5,0.0,,,5,5,5,5,2,,25,1.0,1,,1.0,0,2,1.0,2,0.0,3.0,2,1,4,1,2.0,1 3,0.0,,,,5.0,5,11,21.0,1.0,3,0,8,0.0,1.0,4.0,,,,,,888,,1.0,0.0,,0,,0,,,,,,,0,4.0,2.0,1 5,4.0,0.0,,,,,,,0.0,,,,,,,1.0,1.0,10,0.0,4.0,3,,0.0,,,,,,,5,0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,1.0,1.0,,,4.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0
2,2.0,2.0,2.0,4,5,0.0,,,5,5,5,5,2,,150,3.0,,2 3,3.0,0,1,1.0,2 3,1.0,2.0,2,1,2,1,3.0,97,0.0,,,,4.0,5,7,21.0,1.0,6,5,7 8,1.0,1.0,5.0,1.0,28.0,3.0,4,1.0,0,0.0,2.0,1.0,8.0,0,,5,,,,,2.0,5.0,0,5.0,5.0,1 5,2.0,1.0,1.0,10,0.0,1.0,2,,1.0,1.0,10 12 13,1.0,1.0,2,,1.0,1.0,1 2 10,0.0,1.0,2 4,4.0,1.0,1.0,10,0.0,1.0,2,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,5.0,3.0,1.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0
2,4.0,3.0,4.0,1,5,0.0,,,5,5,5,5,2,,35,1.0,1,,1.0,0,2,0.0,,2.0,4.0,4,2,1,1,2.0,1 4,1.0,1,2.0,4,5.0,5,0,,1.0,6,3,8,,1.0,4.0,0.0,,,,,0,,8.0,,,0,,0,,,,,,,0,3.0,2.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,8,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
5,8.0,3.0,5.0,1,5,0.0,,,4,5,5,4,4,,15,2.0,3,3,,0,,,,,,5,1,1,0,,,0.0,,,,5.0,5,0,,0.0,,,,0.0,1.0,5.0,0.0,,,,,0,,8.0,0.0,,0,,0,,,,,,,0,5.0,5.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0
2,7.0,2.0,7.0,2,4,1.0,4.0,,5,5,5,5,4,,30,1.0,3,,,0,,,,,,6,2,3,1,2.0,1 3 6,1.0,1,1.0,888,5.0,5,11,5.0,0.0,,,,0.0,0.0,,0.0,,,,,,,2.0,0.0,,0,,,,,,,,,,,,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,5.0,5.0,4.0,1.0,5.0,5.0,4.0,,5.0
3,9.0,2.0,7.0,4,1,12.0,2.0,1.0,5,5,5,5,8,,20,3.0,,1,,1,5,1.0,2 3 5,,,3,1,5,0,,,0.0,,,,5.0,5,0,,1.0,6,6,8,0.0,1.0,97.0,1.0,97.0,4.0,1,1.0,0,1.0,3.0,0.0,,1,8,0,,,,,,,2 5,5.0,5.0,5,2.0,0.0,,,,,,,1.0,1.0,10,0.0,1.0,1 2,2.0,1.0,1.0,1 2,0.0,1.0,2,,0.0,,,,,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,3.0,4.0,5.0,5.0,1.0,5.0,3.0,4.0,2.0,1.0
4,8.0,3.0,4.0,2,4,20.0,2.0,1.0,5,4,3,3,4,,194,2.0,3,3,,0,,,,,,4,1,5,1,3.0,1 3,1.0,1,1.0,4,5.0,5,17,5.0,1.0,3,0,7,1.0,1.0,,1.0,,5.0,1,,888,,1.0,1.0,1.0,1,3 4,0,,,,,,,0,3.0,4.0,0,,1.0,1.0,10,0.0,1.0,888,,0.0,,,,,,,1.0,1.0,10,0.0,1.0,1,,1.0,1.0,3 12,0.0,1.0,1,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,5.0,,4.0,3.0,5.0,,5.0,5.0,5.0,1.0,5.0
3,8.0,2.0,7.0,2,4,20.0,2.0,1.0,5,5,4,4,4,,205,3.0,,1,,0,,,,,,3,1,2,1,2.0,1 3 4,1.0,5,2.0,1 2 11,4.0,5,0,,0.0,,,,0.0,0.0,,0.0,,,,,,,1.0,0.0,,0,,,,,,,,,,3.0,5.0,0,,1.0,1.0,3,0.0,1.0,2,,1.0,1.0,12,0.0,1.0,2,,0.0,,,,,,,1.0,1.0,15,0.0,1.0,1,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,5.0,,3.0,1.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0
2,9.0,3.0,8.0,2,4,0.0,,,4,1,5,4,4,,30,3.0,,2 3,,0,,,,,,4,1,1,1,2.0,1 3 4,1.0,3,3.0,1 2 3 4,5.0,5,0,,0.0,,,,0.0,0.0,,0.0,,,,,,,1.0,0.0,,1,2,,,,,,,,,4.0,5.0,0,,1.0,1.0,10,0.0,1.0,97,,0.0,,,,,,,1.0,1.0,15,0.0,1.0,97,,1.0,1.0,6,0.0,1.0,97,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,5.0,2.0,3.0,1.0,5.0,4.0,3.0,1.0,5.0
1,7.0,2.0,7.0,2 4,4,0.0,,,5,1,5,5,4,,12,1.0,3,,,0,,,,,,4,2,1,1,3.0,1 3 97,1.0,1,2.0,1 3,5.0,5,0,,0.0,,,,1.0,1.0,5.0,1.0,97.0,4.0,1,1.0,0,1.0,,,,0,,0,,,,,,,0,,4.0,0,,1.0,1.0,12,0.0,1.0,1,,,,,,,,,1.0,1.0,10 12,0.0,1.0,888,,1.0,1.0,3,0.0,1.0,888,,10,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,4.0,,1.0,2.0,4.0,4.0,,4.0
5,8.0,2.0,7.0,2 4,5,0.0,,,3,5,5,5,4,,100,3.0,,1 3,,0,,,,,,3,1,3,0,,,0.0,,,,5.0,5,0,,0.0,,,,0.0,0.0,,0.0,,,,,,,3.0,0.0,,0,,,,,,,,,,5.0,5.0,0,,1.0,0.0,,0.0,1.0,2,,1.0,1.0,3,0.0,2.0,1 2,2.0,1.0,1.0,10,0.0,1.0,2,,1.0,0.0,,0.0,1.0,2,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,3.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0
3,8.0,3.0,8.0,1,5,0.0,,,5,4,5,5,4,,25,2.0,1,3,,0,,,,,,5,2,2,1,3.0,1 3,0.0,,,,5.0,5,2,5.0,0.0,,,,0.0,0.0,,0.0,,,,,,,1.0,0.0,,0,,,,,,,,,,5.0,5.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,2,1,6 7,3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,,5.0,1.0,,,,,5.0,5.0
2,7.0,2.0,7.0,2,3,0.0,,,5,5,5,5,4,,32,2.0,2,3,,0,,,,,,2,1,5,0,,,1.0,1,4.0,1,5.0,5,0,,0.0,,,,0.0,0.0,,0.0,,,,,,,1.0,0.0,,0,,,,,,,,,,,,888,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,1.0,4 8,0.0,1.0,888,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,3.0,,,,,4.0,3.0,5.0,5.0,,
2,7.0,2.0,4.0,2 4,3,0.0,,,5,5,5,5,2,,20,1.0,3,,1.0,0,1,0.0,,2.0,4.0,5,2,3,1,3.0,1 3,1.0,1,3.0,3 11,5.0,3,21,14.0,1.0,2,4 9 10,10,1.0,1.0,4.0,0.0,,,,,0,,8.0,0.0,,0,,0,,,,,,,3 4 5,5.0,4.0,5,3.0,0.0,,,,,,,1.0,1.0,10,0.0,2.0,97,,1.0,1.0,10 12,0.0,2.0,2,,1.0,1.0,10,2.0,1.0,1 2,1.0,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0
1,8.0,3.0,2.0,2,1,12.0,1.0,2.0,5,5,5,5,2 6,6.0,20,3.0,,1,1.0,0,1,1.0,97,1.0,1.0,4,2,1,1,2.0,1,1.0,1,2.0,1,5.0,4,0,,0.0,,,,0.0,1.0,4.0,1.0,25.0,5.0,1,1.0,0,0.0,2.0,0.0,,0,,5,,,,,2.0,5.0,5,5.0,3.0,5,1.0,1.0,1.0,3,0.0,1.0,2,,1.0,1.0,3,0.0,1.0,2,,1.0,1.0,3,0.0,1.0,2,,1.0,1.0,3,0.0,1.0,2,,8,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0
2,6.0,1.0,2.0,2,1,13.0,1.0,2.0,5,5,5,5,3 4,3.0,90,2.0,3 97,1 97,,0,,,,,,2,1,2,0,,,1.0,1,5.0,4,5.0,5,0,,0.0,,,,1.0,1.0,,0.0,,,,,888,,5.0,0.0,,0,,0,,,,,,,0,4.0,3.0,1,3.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,1.0,15,0.0,1.0,2,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,5.0,2.0,5.0
3,6.0,1.0,4.0,4,1,0.0,,,5,5,5,5,3 8,3.0,50,2.0,3,1,,1,1,1.0,1 5,,,4,1,2,1,2.0,1 4 8 11 97,1.0,1 2 5,2.0,2 4,5.0,5,0,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,,0,,,,,,,,,,5.0,5.0,0,,1.0,1.0,15,0.0,1.0,97,,0.0,,,,,,,1.0,1.0,15,0.0,1.0,4,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,5.0,5.0,2.0,1.0,5.0,5.0,4.0,1.0,5.0
2,6.0,1.0,6.0,2 4,1,0.0,,,5,5,5,5,4,4.0,85,3.0,,1,,0,,,,,,4,2,3,1,3.0,1 3 4 6,1.0,2 5,,97,4.0,5,0,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,,0,,,,,,,,,,5.0,2.0,0,,1.0,1.0,3 6 15,0.0,1.0,97,,0.0,,,,,,,1.0,1.0,1 15,0.0,1.0,4,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,
1,3.0,1.0,3.0,2,2,0.0,,,5,5,5,5,3 4,3.0,61,1.0,1 3,,,0,,,,,,3,1,2,1,2.0,1 4 97,1.0,1 2 5,2.0,4 7,5.0,5,0,,0.0,,,,,0.0,,0.0,,,,,,,8.0,0.0,,0,,,,,,,,,,5.0,5.0,1,1.0,0.0,,,,,,,1.0,1.0,12 14,0.0,1.0,97,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,2.0,5.0,1.0,4.0,2.0,2.0,5.0,4.0,5.0
1,6.0,1.0,6.0,2,1,0.0,,,5,5,5,5,3 4,3.0,30,1.0,1 3 97,,,0,,,,,,4,1,1,1,3.0,1 4 11 97,1.0,2 5,3.0,1 4,5.0,4,0,,0.0,,,,0.0,,,,,,,,,,1.0,0.0,,0,,,,,,,,,,5.0,3.0,0,,1.0,1.0,1 7 11 15,0.0,1.0,97,,0.0,,,,,,,1.0,1.0,1 2 3 11 15,0.0,1.0,97,,1.0,1.0,3 11 15,0.0,1.0,97,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0
2,5.0,1.0,4.0,2,1,2.0,2.0,0.0,5,5,5,5,3 4,3.0,100,2.0,3,1 97,,0,,,,,,4,1,1,1,3.0,1 4 11 97,1.0,1,2.0,1 4,5.0,4,5,20.0,0.0,,,,0.0,0.0,,1.0,32.0,2.0,6,1.0,0,1.0,5.0,0.0,,1,2 3 8 97,,,,,,,,,4.0,4.0,1 5,1.0,1.0,1.0,15,0.0,1.0,2,,1.0,1.0,3 7 13,0.0,1.0,97,,1.0,1.0,1 2 3 7 12 15,0.0,1.0,3 4,4.0,1.0,1.0,3 15,0.0,1.0,3,,5,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,5.0,,5.0,5.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0
3,6.0,1.0,3.0,1,4,0.0,,,5,5,5,5,4,,2,3.0,,1 3 97,,0,,,,,,3,1,2,0,,,0.0,,,,5.0,5,0,,0.0,,,,1.0,,,0.0,,,,,,,0.0,0.0,,0,,,,,,,,,,5.0,3.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,4.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0,5.0
4,8.0,,4.0,1,1,5.0,1.0,2.0,5,5,5,5,4,6.0,9,3.0,,1 97,,0,,,,,,3,1,2,1,4.0,1 3,1.0,1,4.0,1 4,5.0,4,21,11.0,1.0,6,5 9 10,5 8,1.0,,,,,,,,,,8.0,0.0,,1,2 97,,,,,,,,,4.0,3.0,888,2.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,2.0,5.0,,5.0,5.0,1.0,1.0,2.0,3.0,2.0,,5.0
